X,Y,Z,RES
0.0785,1.2553,8.9437,9.031705820607755
2.5105,1.8044,9.1006,9.611419768691825
-0.4707,-1.8829,9.8066,9.996813215220138
-0.3138,0.863,9.6497,9.69329404949628
2.432,1.9613,8.6299,9.178044219767084
0.5492,-1.6475,9.9636,10.113812429049691
-0.7845,-0.1569,9.2575,9.292005386890388
1.9613,2.1967,9.6497,10.089048452158409
1.726,-0.2354,9.4928,9.65130773522428
-1.2553,-1.1768,10.4343,10.575218807192597
0.7845,2.1182,9.9636,10.21643462515177
2.0398,0.4707,9.0221,9.261783356352058
-0.863,-1.4906,10.6696,10.807729711646198
0.5492,1.8829,8.6299,8.849977799972155
2.5105,1.2553,9.0221,9.44863359168933
0.0,-1.4906,9.9636,10.074483278064438
0.1569,0.6276,9.3359,9.358286604929345
2.5105,1.6475,9.0221,9.50868839062465
0.6276,-1.1768,9.9636,10.052465615957113
-0.2354,0.3138,9.5713,9.579335430498299
2.3536,1.9613,9.4144,9.900356458734201
1.2553,-0.6276,9.5713,9.67364685834665
-0.863,-0.1569,9.8851,9.923940176159869
2.2751,2.1967,8.7868,9.338598671106924
1.9613,0.0,9.1006,9.309544459854092
-1.1768,-1.4122,10.4343,10.594988606411997
1.4122,1.9613,8.9437,9.264490067996187
2.2751,0.7061,8.6299,8.952643812304832
0.0,-1.5691,9.4144,9.544265407562806
0.0,1.0199,9.4928,9.547431479199
2.3536,1.2553,9.3359,9.709492255519853
0.0785,-1.5691,9.8066,9.931648434172445
-0.5492,0.1569,9.2575,9.275103476511731
2.1182,2.5105,8.3945,9.014267121624476
0.7845,-1.4122,9.6497,9.783989941736447
-1.0199,-0.4707,10.3558,10.416542043307846
1.5691,1.8044,9.2575,9.561340932107797
1.8829,0.0,9.2575,9.447042852660296
-1.1768,-1.2553,10.4343,10.575218807192597
1.0983,1.5691,8.6299,8.839881883260658
2.5105,0.2354,9.4928,9.821979192097691
0.0785,-1.726,9.8066,9.957642382110334
0.5492,1.4906,9.179,9.315446849185497
2.6674,1.3337,8.7083,9.20479588801403
0.4707,-1.5691,9.7282,9.865166422316452
0.0,0.9414,9.0221,9.07108165380513
2.2751,1.8044,8.8652,9.328649977890692
1.0199,-1.0983,9.5713,9.68794315579938
-0.7061,0.0,9.5713,9.597310086685749
2.1967,2.1182,8.4729,9.005681347904776
1.5691,-0.6276,9.4928,9.642054159254657
-1.2553,-1.2553,10.6696,10.81628033752824
1.5691,2.5105,8.7868,9.272137795567966
2.1182,0.0,9.0221,9.267419255110886
-0.5492,-1.5691,9.8066,9.946511901666835
0.9414,1.8829,8.7083,8.95913138981676
2.3536,1.3337,8.8652,9.268762575986074
0.0785,-1.8829,9.5713,9.755063216094502
-0.2354,0.5492,9.4144,9.433343053234099
2.5105,1.726,8.9437,9.44835731436952
0.5492,-1.5691,8.9437,9.096893158655872
-0.7845,-0.3923,9.4928,9.53323614414329
1.726,2.1182,8.9437,9.35177079113897
0.863,-0.6276,9.5713,9.630598862479946
-1.3337,-0.9414,9.8851,10.018991549053228
1.3337,1.726,9.0221,9.28203211048098
2.3536,0.4707,9.1006,9.411796417794003
-0.3923,-1.5691,9.8851,10.016545118452768
0.4707,1.9613,9.2575,9.474680070060414
2.5105,1.4122,8.7868,9.246879112976442
0.1569,-1.5691,9.7282,9.855179737579624
0.1569,1.4906,9.0221,9.145752805537661
2.5105,1.6475,9.4928,9.956410916590377
0.7845,-1.1768,9.5713,9.675230342477642
0.0,0.1569,9.5713,9.572585925443555
2.3536,1.8829,8.3945,8.9192138454014
1.3337,-0.7845,9.5713,9.695564946407199
-1.0199,-0.4707,9.4928,9.559027478776281
1.4906,2.1182,9.5713,9.915565707008351
1.8829,-0.1569,9.4144,9.60212775274314
-1.0983,-1.2553,10.1989,10.334389299324851
1.0199,2.5105,9.0221,9.42024918300997
2.1967,0.3923,9.4928,9.751545622105247
-0.3138,-1.3337,9.8851,9.979600600224439
0.1569,0.9414,9.179,9.22848267972585
2.5105,1.5691,8.6299,9.123588058982058
0.2354,-0.863,9.8851,9.92549163366732
-0.3138,0.0,9.5713,9.576442665729274
2.8243,1.726,8.9437,9.536535858476075
0.863,-1.0199,9.6497,9.741749078066011
-0.9414,0.0,9.8851,9.92982557601089
1.8829,1.9613,9.3359,9.72373585151304
1.2553,-0.6276,9.4144,9.51843407341775
-1.2553,-1.0983,11.2973,11.419764807998456
0.4707,1.726,9.179,9.351720456151371
2.432,0.863,9.1006,9.459403435735258
0.0,-1.5691,9.8066,9.93133819633588
0.3138,1.5691,8.8652,9.008458041751652
2.2751,1.6475,8.9437,9.374438967212917
0.4707,-1.4906,9.8066,9.930400314690239
-0.7845,-0.2354,9.4928,9.528069334865275
2.1967,2.1182,8.6299,9.153547735168042
0.863,-1.0199,9.8066,9.897189933006237
-0.6276,0.0,9.3359,9.356971228447804
1.8829,2.432,9.2575,9.755062411896708
1.4906,-0.6276,9.2575,9.397716550843613
-1.4906,-1.1768,10.5127,10.682865153599947
2.0398,2.3536,8.7868,9.322449851836158
1.9613,0.1569,9.3359,9.540982345125686
-0.7061,-1.4906,10.042,10.176552931616873
0.5492,1.8044,9.0221,9.217145350378283
2.3536,0.863,9.0221,9.363892906798966
0.0,-1.5691,9.9636,10.086396768420327
0.3923,1.5691,9.0221,9.165929440596846
2.5105,0.7845,9.1006,9.473065547118313
-1.0983,-1.0199,10.1989,10.30844411683936
0.0785,1.5691,9.1006,9.235212906046076
2.5105,1.5691,8.7868,9.272137795567966
0.3923,-1.6475,9.7282,9.874514204759643
0.0,0.9414,9.2575,9.305242619620405
2.5105,1.8829,8.6299,9.182760841380983
0.863,-1.2553,9.8066,9.92421032878687
-1.2553,-1.0199,10.042,10.171417703545558
2.3536,1.5691,9.1006,9.530080174374191
1.726,-0.7061,9.1006,9.289702555518126
-1.2553,-1.1768,10.6696,10.807451156031195
1.726,1.8829,9.3359,9.67901943483946
2.432,-0.3138,9.2575,9.57676358118963
-0.4707,-1.0199,10.042,10.104628568136485
0.3138,1.2553,9.1006,9.192125373927404
2.5105,0.9414,8.7083,9.111714059385314
-0.1569,-1.726,9.8851,10.03588041080602
-0.1569,0.5492,9.4144,9.431710640705642
2.5105,2.1182,8.9437,9.527809358924012
0.2354,-1.0983,9.8851,9.948712382012056
-1.0983,-0.6276,9.9636,10.043578526103135
1.8044,2.3536,8.8652,9.348104800439499
1.8044,-0.1569,9.6497,9.818206916744012
-1.4906,-0.3138,10.2774,10.38967321719023
1.0983,1.8829,8.7868,9.05314473208067
2.432,0.3138,9.2575,9.57676358118963
-0.3923,-1.6475,9.9636,10.106506839655331
0.7845,1.6475,9.3359,9.51255619221248
2.5105,1.0983,9.4928,9.880390932549178
0.3138,-1.3337,9.7282,9.824209961620323
0.7845,1.0983,9.4144,9.51065878370158
2.3536,1.6475,8.8652,9.319091170817034
0.7061,-1.2553,9.3359,9.446342366757623
-0.7061,-0.7061,9.9636,10.013514836459773
2.0398,2.3536,8.8652,9.396381646144436
1.4122,-1.0983,9.1006,9.274777198941223
-1.2553,-0.9414,10.3558,10.473996643593123
1.2553,2.0398,8.6299,8.956100498542877
2.5105,-0.2354,9.179,9.519036947611875
-0.863,-1.2553,10.2774,10.389682278587735
0.4707,1.6475,9.1006,9.260493242803
2.2751,0.5492,8.7868,9.093159785795034
-0.1569,-1.726,9.9636,10.113210102138687
0.0,0.863,9.179,9.219479920255806
2.5105,1.3337,9.179,9.609131435254698
0.1569,-1.3337,9.4928,9.587315846471316
-0.4707,0.0,9.7282,9.739580777939059
2.432,2.5105,8.7868,9.456483939075875
0.6276,-0.9414,9.8066,9.871652307491384
-1.2553,-0.3138,9.9636,10.047266966195334
2.5105,1.8044,9.2575,9.760111467601178
1.2553,-1.0199,9.5713,9.706995301842895
-1.4122,-1.0983,10.4343,10.58655695776488
1.726,2.1967,9.179,9.594717707676448
2.0398,-0.1569,9.9636,10.171466295967361
-0.7845,-1.3337,10.1205,10.238101200417976
0.7061,1.2553,9.1006,9.213863232108451
2.2751,0.4707,9.2575,9.544576719268383
-0.1569,-1.5691,9.8066,9.932577509387983
-0.1569,0.863,9.4928,9.533238612874431
2.5105,1.8829,9.0221,9.552288263552352
0.3923,-1.5691,10.042,10.171417703545558
0.0785,1.0199,9.7282,9.781831806977667
2.8243,1.726,8.2376,8.877713683713843
1.0199,-1.0199,9.9636,10.067458317768194
-0.6276,0.2354,9.6497,9.672952238587762
2.1967,2.2751,9.2575,9.782784733908848
1.5691,-0.863,9.4144,9.583202552904744
-1.1768,-1.1768,10.4343,10.566188194897913
1.726,1.8829,8.9437,9.301298731897605
1.9613,0.7845,9.3359,9.571894626979551
-0.9414,-1.4906,10.1205,10.272908184637883
1.1768,1.726,8.9437,9.184427251059263
2.1967,1.3337,9.1006,9.456488087022581
-0.1569,-1.4122,9.6497,9.753749870690758
-0.1569,0.7061,9.4144,9.442146057967967
2.589,1.5691,8.7868,9.293699481369083
0.4707,-1.8044,10.905,11.06329258629636
-0.6276,-0.2354,9.8851,9.907799802680714
2.589,1.726,8.4729,9.02618587278148
1.0199,-1.3337,9.9636,10.104072281016204
-1.4122,-0.9414,10.042,10.184414897283006
1.726,2.1967,8.8652,9.294963040808716
1.3337,-0.3138,10.042,10.135037746846333
-1.2553,-1.2553,10.5912,10.73895123464112
0.9414,1.8829,9.0221,9.264439258800287
2.3536,-0.3138,9.4144,9.709213704517992
-0.863,-1.8829,10.042,10.253382144931496
0.3138,1.3337,8.9437,9.04803823046742
2.5105,0.7061,9.4144,9.768936217418968
-0.3923,-1.8044,9.8066,9.978935925738776
-0.0785,0.3138,9.4928,9.49830956170623
2.7459,1.2553,8.9437,9.439571737637253
0.3138,-1.6475,10.1205,10.25852069939911
-0.863,-0.2354,9.7282,9.769240369650037
1.8829,2.1182,9.0221,9.45676329723865
1.1768,-1.0199,9.0221,9.15550886952768
-1.1768,-0.9414,11.1404,11.241868366067981
1.3337,2.1182,9.0221,9.362895670677956
1.4122,-0.5492,9.4144,9.535557500219902
-1.2553,-1.3337,10.3558,10.516516886307938
0.7061,1.726,9.0221,9.212813990307197
2.5105,1.1768,9.3359,9.738916638928583
-0.4707,-1.8044,10.3558,10.522357696353037
0.2354,0.9414,9.1006,9.152189217886615
2.5105,1.8829,9.1006,9.626465759560983
0.0785,-1.8044,9.8851,10.048742389970995
-0.5492,0.2354,10.1205,10.138123793385047
2.1967,2.1967,8.8652,9.39376137763782
0.6276,-1.0983,9.8066,9.887848512694761
-0.863,-0.6276,10.042,10.098535277949967
1.8044,2.1182,8.7868,9.21685872952385
1.8829,-0.1569,9.2575,9.44834568959032
-1.0199,-1.1768,10.1989,10.317103055606259
1.1768,2.0398,8.7083,9.021093679260845
2.1967,0.7845,9.0221,9.318756330648421
-1.1768,-1.2553,9.9636,10.111081113807762
0.7061,1.726,9.4928,9.67423924916063
2.6674,1.4122,9.1006,9.588026489325111
-0.3923,-1.3337,9.9636,10.060118286580929
0.0,0.863,10.1989,10.235347097680664
2.432,1.9613,8.8652,9.39963258484075
0.9414,-1.4122,9.6497,9.79781878225965
-0.3138,0.863,9.4928,9.537111264948104
2.5105,2.2751,8.5514,9.198104816754372
1.3337,-0.7061,9.5713,9.689536448664612
-1.4122,-1.0199,10.6696,10.810868096966129
1.8829,1.726,9.1006,9.452264742906856
1.726,0.0785,9.4144,9.571633382552845
-1.0199,-1.4122,10.5127,10.656048336039023
1.0983,1.9613,8.8652,9.145749374436193
2.1967,0.7845,9.1006,9.394777884548416
-0.2354,-1.5691,9.7282,9.856742018030095
0.7061,1.4122,9.179,9.31380303903835
2.5105,1.8044,8.9437,9.462993146991073
0.3923,-1.5691,10.042,10.171417703545558
0.0,0.863,9.4928,9.531947379208512
2.5105,1.726,9.1006,9.597010295399292
1.0199,-1.2553,10.042,10.171417703545558
-0.4707,0.0785,9.2575,9.269791097430405
2.1967,2.1967,9.179,9.690460400827197
1.4906,-0.7061,9.6497,9.789646350098659
-0.9414,-0.6276,9.6497,9.715802890651908
1.6475,2.1182,8.6299,9.03748867219207
1.9613,0.1569,9.2575,9.464281354122985
-1.1768,-1.0983,9.5713,9.7057150596955
1.0983,1.8829,8.4729,8.748806187703554
2.3536,0.863,9.179,9.515158588273765
-0.9414,-1.1768,9.8851,9.999314687017305
0.5492,1.5691,9.0221,9.17398407781483
2.589,1.726,9.179,9.692060565225539
0.1569,-1.6475,9.6497,9.79058649673246
0.0,0.7845,8.7868,8.821751214469835
2.5105,1.9613,8.7083,9.272744837964646
0.3138,-1.6475,9.6497,9.7943573949494
-0.5492,-0.2354,9.5713,9.58993313271787
2.589,1.8044,9.0221,9.558089179851798
0.7845,-1.0983,9.5713,9.665996421993958
-1.2553,-0.6276,10.1989,10.295009522093702
1.5691,2.1967,9.0221,9.417316714967168
2.0398,-0.7845,9.4928,9.741122939887374
-1.2553,-1.1768,9.8066,9.956406976916924
0.863,2.0398,8.8652,9.13768702024752
1.9613,0.0,9.4144,9.616528742222945
-0.863,-1.726,10.1989,10.379855789460661
0.3138,1.3337,9.179,9.280693246196643
2.1967,1.0983,8.7868,9.123574300678435
0.0,-1.8044,10.042,10.202824283501114
-0.2354,0.7845,9.3359,9.371759825134232
2.9028,1.6475,8.8652,9.472712131697026
0.5492,-1.6475,9.6497,9.804722687562355
-0.6276,-0.3138,9.6497,9.67517763609537
2.2751,2.1967,9.3359,9.857007644817976
0.863,-1.3337,9.4144,9.547484069114754
-1.3337,-0.863,10.1205,10.24441530493566
1.9613,2.6674,8.4729,9.096799154647748
1.4122,-0.4707,9.1006,9.221539334080834
-1.3337,-1.4122,10.6696,10.844972507572345
2.1967,2.1967,9.3359,9.839207823295531
1.8829,0.1569,8.9437,9.141099480368869
-0.7061,-1.5691,10.3558,10.497773366766879
0.7061,1.9613,9.1006,9.336283803526968
2.2751,0.863,9.4144,9.723773772049615
0.0,-1.8044,9.9636,10.125669573909668
0.0785,1.4906,8.7083,8.83530075888761
2.5105,2.1182,9.0221,9.601441032470074
0.4707,-1.5691,9.8066,9.942486452593235
-0.1569,0.4707,10.3558,10.36767909129136
2.7459,1.6475,9.4144,9.944101287698151
0.6276,-1.6475,9.7282,9.886658345973123
-0.6276,-0.0785,9.5713,9.59217533722148
2.3536,2.1967,9.179,9.727228014701824
0.7061,-1.4122,9.5713,9.700653057397734
-1.0199,-1.0199,10.2774,10.378118460491768
1.3337,1.8829,8.9437,9.236549019520224
1.5691,-0.863,9.3359,9.506096602707128
-1.2553,-1.2553,10.6696,10.81628033752824
0.7061,1.9613,9.2575,9.489287705091463
1.9613,0.0,9.1006,9.309544459854092
-0.7061,-1.5691,10.1205,10.265728043835956
1.0983,1.4906,9.0221,9.21012701649657
2.1967,0.9414,9.3359,9.636947320598988
0.0,-1.6475,9.9636,10.098890097926603
0.0,1.2553,9.1006,9.18676757352661
2.432,1.5691,9.4144,9.84924495430995
0.5492,-1.4906,9.9636,10.089441707051982
-0.3138,0.5492,9.4144,9.435624962873419
2.1182,2.0398,9.3359,9.788083780291217
1.0983,-0.863,9.6497,9.750268815781439
-0.5492,-0.1569,9.2575,9.275103476511731
1.8829,2.3536,8.4729,8.993040630398596
1.6475,-0.3138,9.5713,9.71712459424083
-1.4122,-0.7845,10.1205,10.248622802113463
1.4906,2.1182,9.1006,9.462007184524857
1.4906,-0.5492,9.4928,9.624799262322307
-1.6475,-1.0199,10.905,11.075805941781391
0.7845,1.8044,8.9437,9.157568962339296
1.4906,0.0,9.179,9.299243483208729
-1.0199,-1.726,10.5912,10.779275924198249
0.3138,1.3337,9.2575,9.358340257759385
2.3536,1.1768,9.0221,9.398009342940664
0.0,-1.726,9.8851,10.03465385601317
0.4707,1.726,9.2575,9.428782569345843
2.5105,1.6475,9.3359,9.806930983238335
0.4707,-1.4906,9.9636,10.085473306196393
0.0,-0.0785,10.5912,10.591490909687833
2.5105,2.0398,8.5514,9.1427477406959
0.0785,-1.726,10.042,10.18955358443146
-0.6276,0.0,10.905,10.923044756843213
2.1182,2.1182,8.8652,9.357633970187122
1.0199,-1.4906,9.7282,9.894440843726338
-1.1768,-0.7845,9.7282,9.830471694176225
1.4122,2.3536,9.0221,9.430378052337034
1.726,-0.863,9.5713,9.763894135538342
-1.726,-1.1768,10.5912,10.79525134862547
0.6276,1.9613,8.7868,9.024878596967385
2.5105,1.0983,9.1006,9.504198730035059
-0.9414,-1.6475,9.8066,9.988488062264478
0.2354,1.4122,9.1006,9.212526383137256
2.5105,1.5691,8.8652,9.346467573366956
-0.2354,-1.9613,9.7282,9.92673088634924
-0.2354,0.3923,9.4144,9.4255100556946
2.8243,1.4906,9.0221,9.570624183406222
0.5492,-1.5691,9.9636,10.101337555492341
0.0,0.7845,9.1006,9.134350585016978
2.3536,1.8829,8.6299,9.14111149587401
1.1768,-1.0983,9.4928,9.628311013360548
0.0,-0.1569,9.8851,9.886345109290895
1.9613,1.726,8.8652,9.242161258601799
1.0983,-1.4906,9.5713,9.748740171940169
-1.1768,-0.863,10.1205,10.22517224744894
2.1182,2.1182,8.8652,9.357633970187122
1.4122,-0.4707,10.1989,10.306960198817107
-1.3337,-1.2553,10.4343,10.593826044918805
0.7845,1.8044,8.7868,9.004396362333233
1.9613,0.3138,9.4144,9.621647233712116
-0.7845,-1.4906,10.1989,10.337063887777806
1.0199,1.8829,8.7868,9.043968302686602
1.726,0.0,8.9437,9.108723603776767
-1.0199,-1.4122,9.5713,9.72852961860116
0.5492,1.2553,9.179,9.280702545066294
2.5105,1.5691,9.2575,9.719361671941218
0.0,-1.726,10.042,10.189251199180438
0.0,0.6276,9.7282,9.748423308412493
2.5105,1.6475,9.8851,10.331121357819779
0.4707,-1.6475,9.8851,10.032498031397763
-0.1569,0.7845,9.4144,9.448332404186466
2.5105,2.0398,8.7868,9.363292611576336
1.0983,-1.1768,9.6497,9.783037934097976
-0.3923,-0.2354,9.4144,9.4255100556946
2.1182,2.3536,8.7083,9.266104526174955
1.4122,-0.6276,9.1006,9.230878125075643
-1.3337,-0.863,10.042,10.166872119290181
1.4906,2.1967,8.7083,9.10394794251373
2.1182,0.0,9.4144,9.649751219591105
-1.2553,-1.2553,10.042,10.19771151680611
0.9414,2.0398,8.8652,9.145424486594376
2.3536,1.0199,9.1006,9.455186372039423
-1.0983,-1.4906,10.1989,10.365602368410627
0.3138,1.4122,8.9437,9.059941995951188
2.5105,1.5691,8.8652,9.346467573366956
0.0,-1.4122,9.7282,9.830167042324357
0.0,0.9414,8.4729,8.525037734227338
2.589,2.0398,8.7868,9.38464486701548
0.0785,-1.6475,9.7282,9.86703064452523
-0.6276,-0.3138,9.4144,9.440512674637963
2.1182,2.1967,9.1006,9.59860315306347
0.7845,-1.0983,9.5713,9.665996421993958
-1.2553,-0.863,10.042,10.15688491073912
2.1967,2.1967,9.0221,9.541974124362318
1.8829,-0.7845,9.4928,9.709480135414049
-1.3337,-1.1768,10.3558,10.507435822787594
0.7845,1.8044,8.7868,9.004396362333233
1.8829,0.0785,9.7282,9.909053935669135
-0.863,-1.4122,10.2774,10.409804445809728
0.3138,1.4122,9.2575,9.369849813630953
2.5105,0.7845,8.4729,8.871757712539269
0.0,-1.3337,9.9636,10.052466396362636
-0.2354,0.4707,9.6497,9.664040652853235
2.6674,1.4906,10.1989,10.646805733646124
0.2354,-1.8829,9.8851,10.065581333435242
-0.5492,-0.1569,9.7282,9.744953231801576
2.3536,1.9613,9.3359,9.825739639335046
1.0199,-1.2553,9.8851,10.016545118452768
-1.2553,-0.9414,10.042,10.163846518420081
2.0398,2.589,8.7868,9.38464486701548
1.5691,-0.7061,9.3359,9.493138618497046
-1.0983,-1.2553,10.5127,10.644195707990342
1.3337,2.0398,9.1006,9.421276988285612
2.1182,0.3138,10.1989,10.421266856289593
-0.6276,-1.5691,10.042,10.183207774075907
0.863,1.8044,8.1591,8.40068694631576
2.5105,0.863,9.2575,9.630611896447702
0.1569,-1.5691,9.8066,9.932577509387983
0.3138,1.0983,8.8652,8.938484455991407
2.589,1.4122,8.7868,9.268499559259848
0.6276,-1.4122,9.8066,9.927617748483268
-0.6276,0.6276,9.4144,9.456145667236731
2.1967,2.1182,8.5514,9.079576206519771
1.2553,-1.0199,9.5713,9.706995301842895
-0.863,-0.1569,9.4144,9.455173925951865
1.9613,2.2751,9.1006,9.583511781179173
1.6475,-0.3923,9.4144,9.565515297149444
-1.2553,-1.2553,10.5127,10.661539169838472
1.2553,2.1182,8.6299,8.974281215785473
2.432,0.3138,9.0221,9.349405481098785
-1.4906,-1.1768,10.5912,10.760123792968184
0.7845,1.726,8.8652,9.0656652977043
2.589,0.863,9.0221,9.425814469317757
-0.6276,-1.726,9.2575,9.437916295983982
0.0,1.3337,8.8652,8.96496105568786
2.589,1.6475,9.1006,9.604066722487927
0.0785,-1.5691,9.6497,9.77675545106862
-0.1569,0.3923,9.7282,9.737370904920896
2.7459,1.6475,9.1006,9.647545979159675
0.2354,-1.4122,10.2774,10.376640726169525
-0.4707,0.4707,9.6497,9.672632892341154
2.3536,1.8044,9.0221,9.49703010051037
1.2553,-0.9414,9.4144,9.544262119724081
-0.7845,-0.3138,9.6497,9.686620710030923
1.726,1.9613,8.9437,9.317485893737645
1.6475,-0.3138,9.4144,9.562617531303864
-1.3337,-1.4122,10.5127,10.69064665116194
1.1768,2.6674,8.7868,9.257847224922218
2.3536,0.3138,9.4144,9.709213704517992
-0.3138,-1.6475,9.9636,10.103764231710873
0.863,1.8044,8.4729,8.705783294454324
2.5105,1.1768,9.2575,9.66378677020556
-0.863,-1.5691,10.6696,10.818835795500364
0.0,1.0983,9.3359,9.400281469190165
2.5105,1.726,8.8652,9.37408434408396
-0.2354,-1.0199,9.8851,9.940362728794156
0.0,0.6276,9.4144,9.435295921167498
2.3536,1.9613,8.9437,9.453882818186399
0.2354,-0.863,9.7282,9.769240369650037
-0.7061,0.2354,9.6497,9.67836248856179
2.589,1.8829,9.0221,9.573218989451771
1.1768,-1.0983,9.179,9.319075175681329
-1.3337,-0.9414,9.8066,9.941548833557073
1.726,2.1967,9.179,9.594717707676448
1.8829,-0.3923,9.179,9.378339549195262
-1.4122,-1.2553,10.2774,10.449642945574745
1.2553,2.2751,8.7868,9.162953254273427
2.1967,0.3923,9.3359,9.598875923252681
-0.2354,-1.5691,9.8851,10.011627738784538
0.7845,1.6475,9.0221,9.204780546542107
2.1967,1.3337,9.2575,9.60757788571084
0.1569,-1.8829,9.7282,9.909985129151304
0.1569,1.0983,9.4928,9.557412429104438
2.5105,1.8044,9.1006,9.611419768691825
0.2354,-1.6475,9.7282,9.869526060049692
-0.6276,0.2354,9.5713,9.594742237809207
2.5105,1.8829,8.7083,9.256479436049107
0.5492,-1.4122,9.9636,10.07815729387074
-0.863,-0.3923,9.4144,9.462008013630088
1.8044,2.1967,9.1006,9.534268226245787
1.0983,-1.0983,9.4144,9.541669305734716
-1.2553,-1.0199,10.1205,10.248926497443525
2.1967,2.1182,9.2575,9.74749036316528
1.8044,-0.3138,9.0221,9.206118520310284
-1.5691,-1.4122,10.5912,10.799532447749764
1.0983,2.2751,9.5713,9.899097261366817
2.0398,0.2354,8.7868,9.023527660510604
-0.7061,-1.4906,10.042,10.176552931616873
0.5492,1.9613,9.4144,9.632198383027626
2.2751,1.0983,9.0221,9.369131833313054
0.0,-1.5691,9.8066,9.93133819633588
0.4707,1.0983,8.5514,8.634481069525833
2.7459,1.5691,8.9437,9.486401388830224
0.6276,-1.3337,9.7282,9.839233338527956
-0.3138,0.5492,8.9437,8.966039302278348
2.1967,1.8829,8.316,8.80492244713149
0.4707,-1.5691,9.4144,9.555865249154575
-0.7845,-0.5492,9.4144,9.462979882151288
1.9613,2.1182,8.8652,9.323370633520904
1.6475,-1.0199,9.9636,10.150259958247375
-1.5691,-0.863,10.5912,10.741525089576433
1.4122,2.1182,9.0221,9.374399633576543
1.4122,-0.6276,9.1006,9.230878125075643
-1.3337,-1.6475,10.5127,10.724265626605861
0.6276,1.4906,8.8652,9.011522688203142
1.9613,0.3923,8.7868,9.011573182302854
-0.4707,-1.4122,10.042,10.151730459877271
0.1569,1.0983,9.4928,9.557412429104438
2.3536,1.1768,8.8652,9.247489510131926
0.0,-1.6475,9.9636,10.098890097926603
-0.3923,0.3923,9.8851,9.900656573682372
2.2751,2.1967,9.1006,9.634442965734968
0.7061,-1.4906,9.9636,10.09919751911012
0.0785,0.3923,9.6497,9.657990040893601
2.7459,1.6475,9.0221,9.573531817986506
0.3923,-1.3337,10.3558,10.448696024863581
-0.9414,-0.6276,9.6497,9.715802890651908
1.726,2.1967,9.179,9.594717707676448
1.726,-1.0983,9.4144,9.634119900125803
-0.9414,-1.0983,10.3558,10.456342118064041
1.2553,2.1182,9.1006,9.42780301501893
2.1182,0.5492,9.1006,9.359984628192507
-1.5691,-1.3337,10.4343,10.63557459613725
0.5492,1.726,8.6299,8.817928932011188
2.432,1.3337,9.1006,9.513900359474025
-0.4707,-1.6475,9.8851,10.032498031397763
0.3138,0.9414,8.9437,8.998581782147674
2.589,1.726,9.0221,9.543599185317875
0.6276,-1.726,10.1205,10.28579010139717
-0.3923,0.2354,8.7083,8.720309704362569
2.3536,1.8829,9.1006,9.586744271649266
0.5492,-1.4122,10.042,10.155672970315655
-1.1768,-0.3138,10.9834,11.050719625436164
1.8829,2.2751,8.7868,9.269802946125662
1.6475,-0.7845,9.8066,9.974923561611888
-1.4122,-1.0199,10.2774,10.423984632087674
1.1768,2.0398,8.8652,9.172644837777161
1.8044,-0.1569,8.9437,9.125253238129888
-1.0983,-1.3337,9.9636,10.112286761163372
0.5492,1.5691,9.0221,9.17398407781483
2.1967,0.6276,9.6497,9.916455149901097
-0.3138,-1.4122,10.1989,10.300987355103393
0.0785,0.9414,9.4144,9.461676572891298
2.5105,1.1768,9.179,9.588613533248694
0.2354,-1.6475,10.042,10.178970154686573
-0.3138,0.1569,9.5713,9.577727900707977
2.3536,1.9613,9.179,9.676785191890952
0.6276,-1.2553,9.7282,9.828913220188689
-0.3923,0.1569,9.179,9.188719056538838
2.432,1.8829,9.0221,9.53195807900979
1.3337,-0.6276,9.6497,9.761626275370308
-1.2553,-0.5492,9.8066,9.901858527064501
1.8829,2.3536,9.179,9.661200048130667
1.9613,-0.3138,9.4144,9.621647233712116
-1.3337,-0.7845,10.1989,10.315607454241364
1.2553,2.0398,8.7083,9.031669337392728
1.726,-0.3138,9.2575,9.422253058053577
-1.0983,-1.0199,10.3558,10.463701665280793
0.4707,1.6475,9.0221,9.183360123070422
2.432,1.4122,9.1006,9.52522195016998
-0.1569,-1.6475,9.5713,9.713323712818388
0.0,0.9414,9.6497,9.695511541429878
2.6674,1.9613,8.7868,9.389865530986054
0.0,-1.8044,9.5713,9.739899540036335
-0.6276,0.0785,9.3359,9.357300509228075
2.1182,2.3536,8.7868,9.33991747501015
0.863,-0.9414,9.9636,10.045114629510207
-0.9414,0.0,9.9636,10.007974766155238
1.6475,2.1182,9.1006,9.487989663253222
1.4122,-0.9414,9.8851,10.02974300817324
-1.4122,-1.3337,10.5127,10.69064665116194
0.9414,2.1182,8.9437,9.23919774060497
1.4906,0.0785,9.9636,10.07478910796648
-1.0199,-1.4122,10.042,10.191970803039027
0.4707,1.6475,9.179,9.3375508426996
2.9028,0.5492,9.4928,9.941887160896568
-0.2354,-1.4906,9.7282,9.844550612394656
0.0,0.9414,9.4144,9.461350924683009
2.1967,1.4906,9.0221,9.404555686474508
0.2354,-1.5691,9.4144,9.547167921954658
-0.5492,0.0785,9.5713,9.58736494455072
2.5105,1.8829,8.8652,9.404238071210235
0.9414,-1.0983,9.1006,9.214847649852926
-1.2553,-0.7845,9.8066,9.91769236768312
2.7459,2.1967,8.8652,9.537149927520275
1.4122,-0.3923,8.7083,8.830781223651732
-1.3337,-1.0199,10.5127,10.64592940940339
